X,Y
9.61664757381,12.0710357841
10.0772154991,12.195428414
8.87675590989,9.4723116046
9.74511402497,10.4769984022
9.20514708269,8.93916197565
9.88906739836,8.93916616919
9.55955891457,11.899461996
9.73049586941,11.0547398013
8.98364188636,10.7654710838
9.96711736661,10.2113425241
8.89564803208,10.7387387703
9.75969838973,11.7041731078
9.82796507216,11.3239424525
9.25433943969,9.13203289083
10.0702304343,8.53669747552
9.16725544567,9.33272679813
8.86751545886,8.32436253036
9.26159653069,10.59590246
9.69768452371,9.34836010836
9.90398917142,8.38678372634
9.20757969383,10.3018207904
9.53967868815,10.0574084117
9.25155439411,11.6833116984
10.1893929765,9.25824500666
10.0521691562,12.6331358392
8.91542643102,12.7817431244
9.0798193221,12.1784410346
10.1031596723,9.8252814189
9.74925683867,8.46136165678
9.82147965556,13.1183616273
9.31568742999,10.4983456399
9.96872003606,9.85773443571
8.95868778847,11.8959706833
8.88655690623,11.0602773023
9.83209620957,12.0279979088
9.53168362068,9.50564396063
8.87615481031,11.5081379577
9.27585826125,13.0718080463
9.49459776047,9.86384950075
8.8594513364,12.7835614881
9.1133508202,12.7676430587
9.89538777027,13.0523542561
9.03035469311,10.8875012746
10.1609517575,11.0647203051
10.0744280076,8.41225214922
9.00846484665,9.23604324517
9.22814551179,11.9397174093
9.14242120498,11.8836654681
9.7022800255,9.11251728324
9.61528866249,9.38274938898
9.44352259113,9.39377944123
9.72945011774,10.8298149128
9.87317773173,11.5707204454
9.98922588642,8.9600957261
9.49984813996,10.2937620077
8.95834752899,8.24944316292
9.51258129698,10.166517816
9.89971123684,10.4102359643
9.88967996157,12.7478855819
9.26900805892,8.52661196516
9.14629723454,10.1998488095
9.4151417421,9.46630247526
9.29663927211,9.67066964495
9.50923610703,9.0373225226
9.44499161355,13.147848728
10.0112148769,10.25826224
9.61882621067,9.27179394632
9.53629922071,10.631369888
9.87678607231,12.8313634824
9.40990400721,9.82351384657
9.92434401765,8.72486201899
9.6134772054,12.3459047286
9.73542229038,12.319722035
9.20217480643,12.6184775933
8.8807834486,12.5245222826
9.27370184961,11.5868802407
9.98403644813,12.1818822666
9.13403476858,11.3112454555
9.0545609619,11.9236964924
10.1188196571,11.6600765703
9.94795005817,11.8378029481
10.0266525239,9.75842263389
8.99795871618,12.0387510945
9.98965176283,13.0582599181
9.79356894234,10.1322840944
9.77440950359,8.64572916078
9.66231178169,11.7706564281
9.64916140165,11.2653073392
8.95498242425,10.822220665
9.23427304862,10.6841879083
9.04841658327,8.38895688173
9.82971357406,10.7250266002
9.04845184423,12.7406400894
10.1325712926,12.461171021
9.37414536387,12.4427143978
10.0089952656,11.0805824889
8.95990792934,9.43203996338
9.79344232631,8.90049504245
9.97984822223,12.7002511992
9.08197501955,11.1271582912
9.20243909955,9.89337421244
9.52641207578,10.407392239
9.73557919149,9.88606543026
9.61879949604,9.17124060596
9.49377059354,11.6057990234
10.04142776,10.5123863299
9.09296790553,9.60385873036
9.45212235883,11.1405067774
9.26092101466,12.1737595611
10.1316459524,11.7523367825
9.83406002547,12.6938956812
9.31480212136,11.9680632786
8.9693525296,11.1466447965
9.36650780557,10.3911683387
8.95727425601,9.67211439327
8.89393483133,9.82839928893
9.74386896343,11.244717219
9.29011953409,12.4782336304
9.44878146854,8.56380786126
9.1131650864,11.2203871786
9.21298897383,8.84015824213
9.70466491449,12.7997491659
8.86104826542,8.67446283239
9.11699275923,9.83000006247
10.0208059547,10.7488363538
9.88067754766,10.1724572245
9.11640494463,8.55600112852
9.03396108616,11.2166873202
10.1112431969,9.98089290622
9.67417045079,12.6797203882
9.14238430875,8.34390306254
9.49391292724,8.64792659983
8.9231952135,9.97241076028
9.43825949877,10.6826785994
9.25724773161,10.9879930768
9.61015560687,8.65973274917
9.9242362657,10.2891099602
9.66918560341,11.1582948628
9.40160182055,9.02248789882
9.28415594083,8.75700440264
9.31442327924,13.197657803
9.1369961007,11.4492411407
9.21922705956,11.8822749713
9.62596076834,10.030319716
9.82460555796,13.0389246832
9.79128580441,9.36953250008
10.0622755476,9.8981903266
9.93548262668,11.9663770654
