X,Y
6.72521649218,9.1996402284
7.18287125077,9.32689139048
5.98621061704,6.60040226252
6.85432095793,7.60532180051
6.31454434643,6.06724280634
6.99851216793,6.06728155337
6.66909450968,9.02772882867
6.84001126073,8.18310157751
6.09311766942,7.89321916316
7.07659031833,7.33958353247
6.00509226995,7.86650141919
6.86957510514,8.83221280516
6.93780886557,8.45229168883
6.36378606655,6.26010715848
7.17949789382,5.66474866223
6.27669404147,6.46081477391
5.97696378308,5.45242664853
6.37118927364,7.7238431664
6.80713150439,6.4764204356
7.01327330613,5.51496323542
6.31724138921,7.42986434901
6.64931421418,7.18538868076
6.36103282431,8.81120976912
7.29884520473,6.38630101125
7.15848327563,9.763865792
6.02490882981,9.9098190128
6.18966287767,9.30660976082
7.21263712714,6.95344489682
6.85865105525,5.58947765268
6.92945874489,10.2501248912
6.42540635027,7.62636185706
7.0783124361,6.98589823716
6.06830022507,9.02367185591
5.99600372146,8.18775667611
6.9425752043,9.15507271121
6.64117380477,6.63372553568
5.98560420355,8.63553762467
6.38537449237,10.2000861434
6.60414735672,6.99185134561
5.96890147743,9.91050561555
6.22185432411,9.89545840872
7.00334886126,10.1841165435
6.14003035478,8.01524633857
7.2705194852,8.19315681257
7.18366866291,5.5403238798
6.11798361007,6.36414426308
6.33748215456,9.06721298172
6.2516614147,9.01117826579
6.81172736622,6.24060788905
6.72473734607,6.51080304224
6.55297770347,6.52186831564
6.83908813824,7.95812924235
6.98322152013,8.69970150478
7.09866144323,6.08825105719
6.60946007478,7.42181119395
6.06779955964,5.37750579604
6.62210918117,7.29461376764
7.0089577597,7.53840656636
6.99591819385,9.87875309984
6.37851287847,5.65469723288
6.25598090061,7.32787103858
6.52460199531,6.59438284392
6.40613818053,6.79870481057
6.61866315444,6.16542050309
6.55401072517,10.2801003918
7.12063685538,7.3865353236
6.72828540607,6.39988392061
6.64578290615,7.76003774908
6.98441568769,9.96258127956
6.51945969814,6.95157223865
7.03380408377,5.85304358508
6.71990231661,9.47529938859
6.8418688056,9.44970275777
6.31324882523,9.74741583449
5.98988926517,9.6520540413
6.38332217526,8.7148123971
7.09134124806,9.31321390846
6.24367068236,8.43920157962
6.16386766595,9.05135959012
7.22778214681,8.78989577183
7.05719714827,8.96632464949
7.13616418808,6.88653418538
6.10755552781,9.16694409642
7.09685823773,10.1901230634
6.9031563691,7.26031488017
6.88385391862,5.77383532684
6.77168758087,8.89879368151
6.7590507389,8.39376142122
6.06443008298,7.9499597097
6.34377691981,7.81209569965
6.1578854663,5.51699785203
6.93906878228,7.8533144288
6.15910201116,9.86887254317
7.2384632738,9.59297943471
6.48164085324,9.57423478328
7.11839711802,8.20919071519
6.06938171877,6.56008985721
6.90284593013,6.02861938448
7.08603461572,9.83099084387
6.1914249697,8.25519103952
6.31193940745,7.02137223472
6.63609767691,7.53540569815
6.84509699374,7.01414354284
6.72824587903,6.29932967995
6.60343871434,8.73345645284
7.15061411999,7.64074636963
6.20239257077,6.73191579358
6.56158676232,8.26881071689
6.36920440045,9.30190550949
7.24066373136,8.88212989243
6.9391662599,9.82367324938
6.4240097297,9.09593328093
6.07871144987,8.27419486648
6.47596230987,7.51955260968
6.06674158279,6.80024037386
6.00339009464,6.9565051661
6.85378307207,8.37327043393
6.39935765352,9.60765475905
6.55824799892,5.69187260771
6.22281442106,8.3483510807
6.32242014545,5.96828541907
6.81283618471,9.9310310756
5.97049690818,5.80250272109
6.22643871138,6.95804805351
7.13041613362,7.87740220342
6.99012679789,7.30078110116
6.22586909428,5.68403296042
6.14364416203,8.343938206
7.22075967102,7.10938638591
6.78165439366,9.81021980897
6.25187879223,5.47192462961
6.60332622672,5.77601508291
