X,Y
8.46762944559,11.1068285607
8.92821816158,11.2312197814
7.72768254254,8.50812782125
8.5960844736,9.51281067799
8.05608524117,7.97497793536
8.74002763573,7.9749829887
8.41052852779,10.9352546135
8.58147027107,10.0905413415
7.83456910662,9.80128126538
8.81809527825,9.24715670183
7.74657334744,9.77455265058
8.6106773343,10.739967947
8.67894345096,10.359742451
8.10527947685,8.16785033619
8.92119249233,7.57251061387
8.01819252183,8.36854559746
7.71844034269,7.36017513319
8.11254216903,9.63171281394
8.54863900668,8.3841796854
8.75494459005,7.42259593473
8.05852016136,9.33763618032
8.39063418658,9.09322690767
8.1025052872,10.7191044992
9.04036739648,8.29406006881
8.90316976572,11.6689160917
7.76635560755,11.8174966379
7.93075639615,11.2142152109
8.9541390098,8.86109500091
8.60020856156,7.49717443377
8.67249385792,12.1541106586
8.16664072621,9.53415768241
8.81969051649,8.89355062293
7.80961908671,10.9317440477
7.73748336024,10.0960886389
8.68308731551,11.0637850038
8.38263415804,8.54146421981
7.72708041332,10.5439354431
8.12677663981,12.1075593334
8.34555598462,8.89966886242
7.71037644076,11.819336468
7.96429796375,11.8034020353
8.74638905844,12.0881105795
7.88128615677,9.92331121593
9.01194756475,10.1005269078
8.92539012605,7.44806358529
7.85939871774,8.27186084622
8.07909963683,10.9755094049
7.99337073748,10.9194571685
8.55323338447,8.14833507398
8.466239593,8.41856894634
8.29446891362,8.42959881649
8.58042642715,9.86562172461
8.72415999619,10.6065159832
8.84018917544,7.99591248418
8.35080519361,9.32957891943
7.80927248122,7.28525489264
8.36353728482,9.2023352472
8.75068866639,9.44604896317
8.74066323828,11.7836617138
8.1199437157,7.56242481801
7.99723180541,9.23566463252
8.26608747778,8.50212245354
8.14758644244,8.70649028361
8.3601843884,8.07313963625
8.29586911359,12.183628215
8.86219501326,9.2940752061
8.46977800817,8.30761305009
8.38726038115,9.66718077457
8.72776584126,11.8671417495
8.26085282091,8.85933413375
8.77530202718,7.76067795625
8.46445217315,11.3816905116
8.58640801695,11.3555037964
8.05312388831,11.6542337573
7.73171237984,11.5602926464
8.12465449832,10.6226729192
8.83503582638,11.2176696717
7.98497088642,10.3470509265
7.9055008095,10.9594775654
8.96982017684,10.6958653187
8.79894239682,10.8735904485
8.87762559414,8.79423847499
7.84889137933,11.0745244243
8.84064970154,12.0940127609
8.64453790252,9.16810139219
8.62536287481,7.6815446202
8.51328748261,10.8064492451
8.50013448638,10.3011075552
7.80590931414,9.85803214429
8.08522114156,9.71999711506
7.89934502205,7.42476909906
8.68069290308,9.76083371174
7.89939484668,11.7763999676
8.98357509612,11.4969577034
8.22510633331,11.4784932052
8.85998324891,10.1163863213
7.81083686977,8.46785643147
8.64439826693,7.936311306
8.83083927005,11.7360269874
7.93291336352,10.1629629943
8.0533798632,8.92919350167
8.37737281717,9.44320693591
8.58654363812,8.92188552436
8.46975146397,8.20705897159
8.34473581811,10.6415926482
8.89241331518,9.54819582871
7.94390273377,8.63967640685
8.30308391385,10.1763130238
8.11186949832,11.2095394867
8.98264722704,10.7881266517
8.68503691744,11.7296742648
8.16576095922,11.0038501999
7.82028484847,10.1824513643
8.21745785933,9.42698565903
7.80820138591,8.70793055713
7.74486170445,8.86421526622
8.59484441492,10.2805175818
8.14107243604,11.5140051532
8.29972567186,7.59962151233
7.96410339573,10.256194111
8.06392625549,7.87597294411
8.55563762133,11.8355354185
7.71197396534,7.71027675733
7.96793032283,8.86581738896
8.87179390187,9.78464377258
8.73165010387,9.20827345576
7.96733584326,7.59181413707
7.88489848802,10.2524918334
8.9622241937,9.01670459467
8.52514558596,11.7155032487
7.99331309098,7.37971412996
8.3448585599,7.6837414486
7.77412125682,9.00822672953
8.28921724485,9.71848834275
8.10819813626,10.0238012651
8.46110526392,7.69554774876
8.77521330573,9.3249242438
8.52015804093,10.1940947981
8.25254552312,8.05830462097
8.13509476298,7.79281864495
8.16531149998,12.2334124658
7.98793028777,10.4850439824
8.07018056411,10.9180663541
8.47691964686,9.06613736707
8.6756081856,12.0746810001
8.64224493607,8.40535221552
8.91325054816,8.93400352554
8.78647849702,11.0021660389
8.39930203249,11.8991698713
8.39685319031,11.4774603062
8.59607223887,7.59231018641
8.17705706288,10.2724008298
8.85938521283,7.81546492082
8.400300135,10.78592646
8.81656491999,8.19605571484
7.80170965627,9.67331953358
8.12672476752,11.7319733115
8.33901503681,10.8490552318
8.44959065005,10.7147866774
8.34543252993,10.4458507472
8.16941347141,10.684494278
7.99045608418,9.91196158105
7.8413012505,11.2746077668
7.88290141166,8.43881594099
7.70625790619,7.53345524046
7.73015673957,9.28966392447
8.31451934396,8.66673266452
7.9074274312,10.5093998376
8.58746991945,9.77687224218
8.28148856878,9.11041991904
7.98141029137,10.563031556
8.298982245,10.9633017019
8.8033922092,12.0209748795
8.7893814724,8.32512425004
8.62982394687,11.6484522839
8.78207480339,10.269560567
7.83485912252,9.45515594734
7.94099544085,10.4255165957
8.39353319932,10.0771143551
8.6729206027,11.1790477106
8.02527631013,11.1724714481
8.44582071223,8.48334639084
7.88403739589,11.1605255678
8.22174381127,8.37999722381
8.11904800373,11.4462429708
8.4079477691,8.98443962235
8.77917484874,9.97746783697
8.07598736904,9.89378344569
8.73647139273,9.70582985927
8.58701490257,7.86145902549
7.82762903082,11.582439616
8.59277946241,9.0109040413
8.92291687427,9.12406076674
8.62901867827,9.08652898446
7.73792987688,10.7393456488
8.06815183327,11.0848311586
8.30824305115,11.5422473754
8.67928998895,7.58957215783
8.23112852845,9.61499148183
8.88816412902,7.7321157264
8.45006629353,9.62536406102
8.12958185884,9.25219687254
8.72151976058,9.61277548771
7.80737646375,7.37430921214
7.82520966919,7.46324208797
8.33020756723,7.50968758342
8.69857516052,8.87838575082
8.62241832226,9.91668560172
8.00025303886,7.28850644835
8.8835430116,12.1576410576
8.40009933439,11.1616878164
8.54836160024,7.66643197142
8.29854790697,9.40768596618
8.65364221344,10.5866077557
9.04708717052,9.03804462057
8.0703900099,11.7137442509
8.00436561744,7.78490619318
8.28118352771,8.219058166
8.32678190076,8.78825848117
8.22885264055,10.6297202582
8.8718894836,8.50027028007
8.21893273676,12.2164940822
8.28488269806,10.2570294085
7.94953672458,10.8244765918
8.26882323284,11.7972150398
8.18877186187,9.04275394629
8.58399718991,7.29834897404
7.93561988578,10.7306940363
8.22925421084,10.8547280504
8.00563608737,8.15342373966
8.92329731402,11.7320713496
8.47400382941,7.31206827006
7.83334133938,11.3963150754
8.91257380309,11.8074930812
8.75957354338,8.76507125118
8.92105533403,10.8704307221
8.08234862227,8.48005399452
